LocNameHeb,LocalityCode,StatArea,StatAreaCmb,pop_approx,change_pcnt,pop_density,religion,ReligionHeb,sexRatio,inst_pcnt,Foreign_pcnt,age0_19_pcnt,age20_64_pcnt,age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married18_34_pcnt,married45_54_pcnt,j_isr_pcnt,j_abr_pcnt,aliya2002_pcnt,aliya2010_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,shem_eretz1,MarriageAge_mdn,m_MarriageAge_mdn,w_MarriageAge_mdn,ChldBorn_avg,koshi5_pcnt,koshi65_pcnt,hh_total_approx,size_avg,hh0_5_pcnt,hh18_24_pcnt,hh_MidatDatiyut,hh_MidatDatiyut_Name,Computer_avg,Vehicle0_pcnt,Vehicle2up_pcnt,Parking_pcnt,own_pcnt,rent_pcnt
אור עקיבא,1020,5,5,4370,,,1,יהודים,108.5,,,26,55.7,18.3,795,36,32,41,27.6,61.8,69.2,30.8,11.7,6.2,35.9,6.6,29.4,27.1,0.9,ישראל,23,25,21,2.7,11.6,39.9,1550,2.5,14.2,23,2,מסורתי,1.4,34.3,22.7,44.5,49.4,33
אור עקיבא,1020,6,6,3050,,,1,יהודים,88.2,,,33.8,53.7,12.5,862.3,33,34,32,45.5,67.2,65.2,34.8,22,16,32.1,3.8,14.4,46.6,3.1,ישראל,25,26,23,2,9.5,39.5,1050,2.9,26.8,14.6,1,חילוני,1.8,7.8,38.1,90.7,56.2,39.9
אור עקיבא,1020,7,7,3510,,,1,יהודים,99.5,,,23.5,56.5,20.1,771.1,43,39,48,29.3,70.7,42.1,57.9,10.4,6.9,13.9,2.7,6.6,76.4,0.3,רוסיה,24,25,22,1.8,11.2,31.3,1300,2.7,10.6,17.1,1,חילוני,1.7,26.6,22.9,52.3,72.5,20.6
אור עקיבא,1020,8,8,1470,,,1,יהודים,87.6,,,20.7,61.7,17.6,621.2,42,41,43,32.2,77.7,48,52,13.5,8.6,17.9,3.7,11.9,65.9,0.6,רוסיה,23,26,22,2,11,35.1,580,2.5,11.9,24.6,1,חילוני,1.6,28.2,39.9,64.9,63.9,27.2
אור עקיבא,1020,9,9,1550,,,1,יהודים,92.5,,,37.8,58,4.2,725.2,29,28,29,54.7,68.5,76.6,23.4,30.1,20.6,49.3,3.8,7,36.4,3.5,ישראל,26,28,26,1.3,2.2,8,630,2.5,26.7,11.8,1,חילוני,1.8,10.7,39.4,95.7,35.7,64.3
אורה,780,,,1400,44.5,2251.7,1,יהודים,103.9,2.7,0.6,33.9,59.6,6.5,679,28,28,29,33.8,63.5,89.8,10.2,29.9,21.7,60.1,18.3,9.3,8.1,4.3,ישראל,26,27,25,1.5,2.1,9.3,480,2.8,21.4,19.2,1,חילוני,2,13.6,47.5,63.5,30.6,55
אורות,2012,,,540,23.9,1555.4,1,יהודים,95,,4.6,28.1,57.8,14.1,729.4,37,35,38,13.5,82.1,86.2,13.8,14.7,4.1,51.7,5,13.6,19.6,10.1,ישראל,26,27,24,2,3.9,17.9,190,2.6,12.1,20.5,1,חילוני,1.9,7.3,56.2,86.7,54.1,38.3
אורטל,4013,,,370,19.9,1670.4,1,יהודים,113,,9.8,41.5,56.4,2.1,772.5,28,26,32,20,72,93.1,6.9,9.3,,71.4,5.1,5.2,12,6.2,ישראל,27,28,26,2.1,1.8,,100,3.2,30.2,17.9,1,חילוני,1.9,5,35.2,70.4,8.1,22.2
אורים,403,,,430,-13.8,1701.8,1,יהודים,96.7,,6.3,22.5,50.1,27.4,997.9,41,38,44,16.1,63.4,71.6,28.4,29.5,27.4,37.6,4.2,8.5,26.7,23.1,ישראל,25,26,24,2.1,10.1,13.8,180,2.2,15.5,16.1,1,חילוני,1.6,25.2,18,34.3,13.3,29
אורנית,3760,,,9980,75.8,7391.8,1,יהודים,101.6,,0.4,36.9,54.5,8.5,834.8,29,28,32,23.9,83.6,89.4,10.6,15.7,8.4,60.9,9.2,7.7,18.6,3.6,ישראל,26,27,25,2,4.3,15.6,2960,3.4,20.7,28.1,1,חילוני,2.3,5.2,66.8,82.6,63.7,28.7
אורנית,3760,1,1,4370,,,1,יהודים,100.3,,,42.4,53,4.7,887.8,24,23,25,23.9,84.4,90.8,9.2,20.8,11.2,65.7,7.5,7.1,16.5,3.1,ישראל,26,27,25,1.9,3.4,17.1,1200,3.6,24.4,26.7,1,חילוני,2.3,1.1,72.4,81,58.9,35.4
אורנית,3760,2,2,3740,,,1,יהודים,104.6,,,31.4,55.7,12.9,795.2,35,34,37,26.6,80.1,87.3,12.7,10.4,6.4,55.2,10.5,7.8,21.8,4.7,ישראל,26,27,24,2.1,5.9,15.7,1200,3.1,16.9,27.2,1,חילוני,2.3,8.4,61.5,82.5,64.5,26.5
אורנית,3760,3,3,1870,,,1,יהודים,98.8,,,35.3,55.7,9,796,30,28,32,19,88,90.5,9.5,18.3,7.6,60.9,10.8,8.7,16.9,2.6,ישראל,26,27,25,2,3.5,13.6,550,3.4,21.2,33.1,1,חילוני,2.5,7.6,66.4,86.8,73.2,19.2
אושה,278,,,530,15.4,3100,1,יהודים,96.3,5.3,3,32,49.3,18.7,1028,37,36,37,47.4,79.9,85.7,14.3,12.8,7.7,54.7,8.4,6,25.9,5,ישראל,28,28,27,1.7,7.5,31.4,190,2.6,23.3,11.2,1,חילוני,1.6,26.9,34.6,48.9,44.9,13.2
אזור,565,,,13190,20.8,6764.6,1,יהודים,100.8,1.4,2.6,29.4,54.9,15.7,822.3,35,34,35,40.4,63.3,77.8,22.2,13.7,7.8,46.1,14.3,8.6,29.7,1.3,ישראל,24,26,23,2,9.2,29.2,4610,2.8,20.5,16.9,1,חילוני,1.6,14.9,40.9,52.4,53.1,38.8
אזור,565,1,1,3890,,,1,יהודים,99,,,27.8,52.5,19.7,905.2,37,36,37,34.6,73.3,78.2,21.8,11.1,6,46.4,15.9,9.1,27.2,1.4,ישראל,25,25,23,1.8,6.3,22.4,1290,2.8,15.5,20.1,1,חילוני,1.7,9.6,46.8,68,56.8,33.4
אזור,565,2,2,3600,,,1,יהודים,107.8,,,26.1,59,14.9,696,35,34,37,41.6,55.8,76.6,23.4,19.1,11.2,44.4,14.1,10.6,29.7,1.4,ישראל,24,26,22,1.9,12.2,39.5,1380,2.5,15.7,14,1,חילוני,1.5,23.4,34.3,40.9,45.4,48.2
אזור,565,3,3,5700,,,1,יהודים,97.9,,,32.7,53.9,13.4,854.3,33,33,33,43.7,61.3,78.3,21.7,11.8,6.7,46.9,13.3,7.1,31.5,1.3,ישראל,24,26,23,2.1,9.1,27,1930,2.9,27.3,16.9,1,חילוני,1.7,12,41.9,50.2,56.2,35.5
אחווה,1157,,,380,101.8,4796.4,1,יהודים,68.4,,9.1,2.4,25.3,72.3,2945,75,71,78,25.1,35.6,34.8,65.2,5.8,3.3,10.7,14.7,19.3,49.3,6.1,ישראל,22,24,21,2.8,21.4,35.1,80,2,2.4,10.6,1,חילוני,1.7,22.8,28.9,81.4,69.9,26.1
אחוזם,821,,,510,-2.8,1108.7,1,יהודים,118.8,,3.9,27,59.9,13.1,670.8,33,32,35,36.5,72.4,85.2,14.8,4.3,4.3,50.5,4.2,40.7,4.4,0.2,ישראל,24,26,22,2.7,9.8,49.8,170,3,23.7,16.7,2,מסורתי,1.7,2.2,44.4,95.5,57.5,21.5
אחוזת ברק,1330,,,2510,102,5984.1,1,יהודים,106,,0.2,37.9,55.2,6.8,810.1,32,30,33,26.1,88.1,82.7,17.3,6.5,2.1,46.8,6,14.1,28.7,4.3,ישראל,26,26,25,1.9,3.7,13.9,710,3.5,21.7,32.4,1,חילוני,2.1,2,68.4,97.5,92,5.2
אחיהוד,785,,,1080,51.5,2303.5,1,יהודים,105.3,,3.8,33.9,56.8,9.4,761.5,28,28,27,35.1,79.8,90.4,9.6,10.7,7.3,62.3,27.7,5.3,4.2,0.4,ישראל,25,27,23,2.5,8.4,49.9,350,3,21,27.3,3,דתי/ דתי מאוד,1.6,26,35.5,73.4,54.6,19.5
אחיטוב,850,,,1380,7.3,2942.9,1,יהודים,142.5,,22.8,24.6,66,9.4,515,33,32,33,28.7,71.7,89.9,10.1,3.3,2.3,58.3,29.7,5.3,5.9,0.8,ישראל,25,27,24,1.9,11.1,41.6,370,2.9,22.6,31.5,1,חילוני,1.5,22.7,41.9,81.1,59.8,25.2
אחיסמך,804,,,1450,22.5,2376.9,1,יהודים,97.2,,1,38.7,53.2,8.1,880.1,29,29,28,41.3,81.4,96.5,3.5,4.3,,65.5,3.2,28.7,2,0.5,ישראל,24,25,23,2.2,8.4,29.2,430,3.3,25.8,26.9,2,מסורתי,1.4,10.2,45.5,82.6,48.5,17.5
אחיעזר,797,,,2200,37,3601,1,יהודים,92.3,6.4,1.1,35.8,50.3,13.9,987.7,30,30,30,45.3,87.6,89.2,10.8,5.5,2.2,63.5,26.5,3.4,6.2,0.5,ישראל,24,25,21,2.7,5.6,30.8,590,3.4,31.3,21.3,3,דתי/ דתי מאוד,1.5,16.8,48.6,66.9,41.8,39.3
אייל,716,,,600,45.3,1750.4,1,יהודים,123.9,,2.5,36.9,50.5,12.7,981.3,34,31,36,42,81.6,92.2,7.8,9.9,7.5,67.3,5.8,5.6,18.6,2.7,ישראל,27,28,27,2.3,5.7,30.2,200,2.8,25.5,13,1,חילוני,2,9.3,47,76.2,20.2,27.5
איילת השחר,77,,,1110,-21.6,3171.5,1,יהודים,108.1,3.4,3.4,32.6,49.3,18.2,1030.4,38,35,42,11.6,68.4,85.3,14.7,23.3,14.1,60.5,5.6,9.8,21.1,3,ישראל,27,29,26,2.3,8.5,28.3,410,2.5,16.8,15.5,1,חילוני,1.8,10.5,39.6,55.1,42.9,39.9
אילון,294,,,1170,31.9,2022.5,1,יהודים,96.5,0.5,2.1,35.3,52.3,12.4,913.3,35,31,36,15.6,81,89,11,12.5,4.8,57.2,4.5,8.8,25,4.5,ישראל,26,27,25,1.8,6,23.9,400,2.9,16.1,20.8,1,חילוני,1.8,9.4,46.5,73.5,56,31.6
אילות,1126,,,380,-12.9,1672.1,1,יהודים,129.8,,20.3,27.1,56.1,16.8,783.4,34,34,36,19.3,71.9,80.6,19.4,40.8,37.3,49.5,4,7.4,31,8,ישראל,26,26,24,2.5,6.9,5.8,120,2.6,18.3,24.7,1,חילוני,1.9,22.1,25.8,47.5,2.7,32.5
אילנייה,49,,,530,15.1,1106,1,יהודים,96.1,,0.4,28.3,60.7,11,648.6,37,41,34,15.9,80.1,87,13,14.2,5.8,53.9,6.8,16.8,17.7,4.8,ישראל,26,26,23,2,10.2,48.5,200,2.7,12.1,15.6,1,חילוני,1.9,8.8,51.9,89.7,66.4,24.4
אילת,2600,,,55210,11.5,3918.6,1,יהודים,111.1,0.2,4.5,29,59.2,11.8,688.7,35,34,35,25.1,61.6,69.1,30.9,40.5,25.9,38.5,6.8,19.6,30.3,4.9,ישראל,25,27,24,1.8,10.9,36.6,22270,2.4,14.1,17.6,1,חילוני,1.6,32.1,21.3,56.1,45,49.4
אילת,2600,14,14+13+18,5300,,,1,יהודים,135,,,22.5,64.1,13.4,561.1,37,37,36,19.4,42.7,65.2,34.8,32.5,18.6,32.9,8.8,24.8,27.8,5.8,ישראל,25,26,22,1.8,17.9,56.3,2100,2.1,9.6,20.3,1,חילוני,1.5,40.1,19.5,37.6,38.4,55.6
אילת,2600,15,15,3200,,,1,יהודים,131.8,,,26.2,59.2,14.6,690.1,35,37,32,22.8,48.4,59.5,40.5,42.8,30.4,31.8,6.8,21,35.1,5.3,ישראל,24,26,22,1.7,14.5,32.9,1310,2,10.6,16,1,חילוני,1.4,44.7,15.7,42.3,38.4,52.2
אילת,2600,16,16+11+12+17,1330,,,1,יהודים,134.3,,,18,66,15.9,515,41,40,43,13.6,48.9,57.7,42.3,47.6,34.8,30.4,6.8,20.1,36.6,6.1,ישראל,24,26,22,1.9,16.2,44.6,760,1.8,6.7,15.5,1,חילוני,1.4,56.1,12.9,30.7,35.1,50.6
אילת,2600,21,21,4190,,,1,יהודים,127.7,,,27.3,61.1,11.6,637.7,35,35,34,26.3,48.7,60,40,48.6,32.9,30.5,6.3,17.9,38.2,7.2,ישראל,25,27,24,1.7,16.2,43.1,1680,2.2,14.2,16.3,1,חילוני,1.5,53.3,9.9,20.7,34,58.1
אילת,2600,22,22,3390,,,1,יהודים,104.8,,,27.8,57.9,14.3,727,38,37,39,28.8,61.1,51.3,48.7,50.2,31,25,6.7,12.7,49.5,6.1,ישראל,25,27,23,1.7,10.8,32,1380,2.4,14.5,16.5,1,חילוני,1.6,33.4,11,31.1,50.7,45.3
אילת,2600,23,23,2890,,,1,יהודים,84.1,,,32.3,59.1,8.6,690.7,31,32,29,25.2,64.6,74.5,25.5,32.3,17.5,43.1,6.5,18.2,26.8,5.4,ישראל,25,28,24,1.5,9.9,34.2,1100,2.6,18.5,22,1,חילוני,1.6,19.4,13.8,77.1,49.9,45.5
אילת,2600,24,24,3950,,,1,יהודים,101.6,,,33,54.6,12.4,832.9,36,33,37,23.4,68.6,78.9,21.1,24.4,12.5,44.1,8.9,19.9,21.8,5.3,ישראל,25,27,24,2.1,6.3,23.6,1380,2.8,16.9,14.6,1,חילוני,1.8,16.6,31.7,69.8,60.1,34.8
אילת,2600,25,25,2550,,,1,יהודים,106.9,,,24.5,63.5,12,574.3,33,33,35,28.1,62.1,51.8,48.2,52,36.5,24.4,7.3,15.1,48.3,4.9,ישראל,24,27,21,1.5,11.6,34.1,1230,2,9.1,13.9,1,חילוני,1.3,45.5,7.1,24.4,28.2,66.4
אילת,2600,26,26,2290,,,1,יהודים,97.7,,,28.8,55.3,15.9,808.3,35,33,39,33.6,54.1,60.8,39.2,40.4,23.4,33.1,5.6,15.2,37.9,8.2,ישראל,24,26,22,1.9,10.2,40.5,920,2.4,14.7,20.8,1,חילוני,1.7,31.6,20.9,34.8,39,54.2
אילת,2600,31,31,3600,,,1,יהודים,117.8,,,17.4,66.1,16.5,512.9,38,35,42,12.4,53,54,46,46.8,32.9,26.2,6.3,17.4,44.6,5.5,ישראל,24,26,22,1.5,11,40.4,1850,1.9,8.5,16,1,חילוני,1.3,40.9,12.3,47.8,31.5,64.5
אילת,2600,32,32+33,2120,,,1,יהודים,112.2,,,23.5,58.7,17.8,703.4,38,36,41,16,61.7,67.4,32.6,39.5,28.7,36.5,7.1,22.3,30.3,3.7,ישראל,24,25,22,1.9,14.2,27.7,990,2.2,7.8,14.8,1,חילוני,1.5,42,19.8,63.1,46.2,48.7
אילת,2600,42,42+41,4260,,,1,יהודים,119.8,,,30.6,60,9.4,665.7,35,34,37,22.9,68.2,76.6,23.4,37.4,21,44.3,6.7,21.7,24.3,3.1,ישראל,25,27,24,1.8,7.4,30.2,1580,2.7,15.6,18.2,1,חילוני,1.7,20.3,30.9,78.8,53,43.3
אילת,2600,43,43,3700,,,1,יהודים,104,,,27.6,60.3,12.1,658.5,38,37,38,22.2,69.5,71,29,37.8,23.1,39.7,6.8,19.9,28.9,4.7,ישראל,25,26,23,1.8,10.5,46.7,1500,2.4,13.6,20.4,1,חילוני,1.6,27.2,28.9,78.9,45.4,50.7
אילת,2600,44,44,1000,,,1,יהודים,106.2,,,36.9,58.3,4.8,714.5,30,28,33,20.2,72.2,86.7,13.3,25.6,12.1,54,7.7,21.3,15.5,1.6,ישראל,26,26,25,1.6,2.4,7.1,290,3.4,17.2,29.8,1,חילוני,1.8,7.8,49,92.1,78.4,19.2
אילת,2600,45,45,3560,,,1,יהודים,97.2,,,36.7,55,8.3,818.8,32,30,33,38.8,64.6,77.5,22.5,34.2,20.9,46.7,6,19.7,23.7,3.9,ישראל,25,27,24,1.9,11.9,36.3,1240,2.8,26.3,8.7,1,חילוני,1.6,13.6,23.2,80.1,51.2,46.7
אילת,2600,46,46,3280,,,1,יהודים,98.7,,,38.9,54.1,7,848.5,32,32,32,28,73.2,84,16,33.7,20.1,50.3,5.2,22.7,18.8,3.1,ישראל,25,27,24,1.9,4.6,23.5,1000,3.2,19.6,24.7,1,חילוני,1.7,12.7,41.6,92.5,65.9,30
אילת,2600,47,47,4620,,,1,יהודים,110.6,,,37.4,55,7.6,819.1,31,28,33,40.7,73.6,83.2,16.8,31.7,20.2,51.5,6,21.1,18.3,3.1,ישראל,26,27,24,1.9,7.4,27.8,1550,3,24.2,21.1,1,חילוני,1.7,14.3,38.2,91.9,59.6,37.7
אירוס,1336,,,970,,3723,1,יהודים,91.5,,0.6,37.3,57.5,5.2,738.7,29,28,29,20.3,91.3,88.7,11.3,25.6,17.1,59.9,8.6,7.4,20.5,3.6,ישראל,26,28,25,1.7,5.9,58.4,290,3.4,14.8,27.1,1,חילוני,2.6,1.7,72.8,84.3,58.8,31
איתמר,3762,,,1490,53.8,8285.3,1,יהודים,136.5,9.6,0.2,59,39.1,2,1558.8,17,18,15,43.7,86.8,93.4,6.6,35.3,23.6,71.9,2,5.6,9.7,10.7,ישראל,23,24,23,3.5,1.9,18,260,5.1,60,30.1,3,דתי/ דתי מאוד,1.9,7.7,43.5,72.2,59.3,32.4
איתן,37,,,720,74.4,1943.6,1,יהודים,100.8,,4.6,36.5,56,7.5,786,27,28,24,37.6,81.7,91.9,8.1,,,59.6,2.3,35.6,2.5,,ישראל,24,25,23,2.8,9.9,91.8,170,4.1,37.3,33.1,3,דתי/ דתי מאוד,1.5,16.5,46.3,82.5,50.4,25.3
אכסאל,478,,,14650,22.7,7434.3,2,מוסלמים,98.7,0.1,0.2,38.4,55.4,6.2,804.2,26,26,27,40.7,88.3,,,,,,,,,,,23,25,21,2.6,10.7,56.2,4060,3.6,27.2,30.7,2,מסורתי,1.5,26.4,32.1,75,71.9,6.6
אכסאל,478,1,1,6980,,,2,מוסלמים,95.3,,,38.1,54.2,7.7,846.1,26,26,27,41.7,86,,,,,,,,,,,23,25,21,2.4,10.1,46.4,1840,3.6,26.8,32,2,מסורתי,1.4,24.9,30.6,75.1,75.2,6.4
אכסאל,478,2,2,3760,,,2,מוסלמים,101,,,37.7,56.9,5.4,758.3,26,26,27,39.7,89,,,,,,,,,,,22,25,20,2.6,14.2,70.9,1050,3.4,24.3,25.1,2,מסורתי,1.4,33.5,28.4,71.1,70.5,4.2
אכסאל,478,3,3,3900,,,2,מוסלמים,102.8,,,39.6,56.3,4.1,776.9,25,25,25,40,92.1,,,,,,,,,,,24,26,21,2.8,9.4,65.2,960,3.9,30.2,35.5,2,מסורתי,1.8,17.6,41.9,84.2,73,3.4
אל -עזי,1339,,,190,34.9,4710.9,2,מוסלמים,83,,,47.1,47.9,5,1088.3,21,20,21,13.5,81.3,,,,,,,,,,,25,28,23,1.7,9.5,21.8,50,3.9,39.8,20.9,3,דתי/ דתי מאוד,1.5,47.8,12.3,45.4,88.6,11.4
אל -עריאן,1316,,,200,13.7,4999.6,2,מוסלמים,124.4,,,39.5,56.2,4.3,779.6,24,24,24,39.7,92.1,,,,,,,,,,,24,28,22,2.6,9.2,100,50,3.9,32,41.6,3,דתי/ דתי מאוד,1.6,26.3,39.2,80.8,94,6
אל -רום,4003,,,500,82.5,2754.2,1,יהודים,133.3,,3.6,37.6,53.1,9.3,882.1,33,31,35,29.1,77,79.8,20.2,19.8,8.6,48.7,5,4.1,28.7,13.4,ישראל,26,27,25,1.8,6.2,13.2,170,2.8,30.8,14.8,1,חילוני,1.8,12.9,36.9,62.6,54.4,37.2
אל סייד,1359,,,5530,75.6,3891.5,2,מוסלמים,94.7,,,55.8,40.3,3.9,1481.5,17,17,17,52,65,,,,76.1,,,,,,,20,22,19,3.8,12.1,89.9,1370,4,45,37.3,2,מסורתי,1.7,57.6,6.4,46.1,82.6,11.9
אלומה,1145,,,1350,148.6,7936.8,1,יהודים,111.3,,,55.6,41.2,3.2,1427.3,15,13,17,72.7,98,95.1,4.9,13.9,10.8,75.3,4.1,13.4,4.1,3.2,ישראל,23,23,22,3.8,2.8,13.5,280,4.9,59.7,19.2,3,דתי/ דתי מאוד,1.7,24.1,40.3,56.7,41.9,48
אלומות,330,,,490,121.4,2709.4,1,יהודים,97,,1,38.1,51.4,10.5,946.1,27,30,25,11.9,74.3,83.8,16.2,15,10.8,56.4,5.7,5.5,8.4,24.1,ישראל,26,27,25,2,9.8,36.5,170,2.8,21.8,30.6,1,חילוני,1.9,14.9,53.8,66.7,54.2,25.6
אלון הגליל,1182,,,1060,17.7,3128.7,1,יהודים,109.9,,1.1,35.2,55.2,9.6,811.8,34,30,38,14.1,81.5,94,6,21.6,6.1,67.8,4,4.5,19.2,4.5,ישראל,27,28,26,2.2,1.7,12.4,340,3.1,15.3,34.8,1,חילוני,2.3,6.8,73.8,89.3,69.6,21.2
אלון מורה,3579,,,2110,54.7,5020.1,1,יהודים,122.9,13,0.4,52.7,42.3,5.1,1366.3,18,19,16,49.2,81,92.6,7.4,9.2,4.1,73.6,3.8,4.6,7.8,10.2,ישראל,23,23,22,3.4,3.4,30.3,490,4,38.3,32.4,3,דתי/ דתי מאוד,1.8,12.6,27.6,59.5,50.8,40
אלון שבות,3604,,,3290,14.3,8433.2,1,יהודים,114.3,11.5,0.9,39.5,49.1,11.3,1035.2,24,23,25,34.7,95.1,77.9,22.1,40.8,22.9,46.1,2.5,6.2,16.8,28.4,ישראל,23,24,22,3.2,4.5,21.6,950,3.2,23.1,34.5,3,דתי/ דתי מאוד,2.4,13.5,34,68.3,49.1,42.3
אלוני אבא,429,,,930,44.4,2512.5,1,יהודים,113,,1.2,37.2,54,8.7,850.5,32,25,37,5.9,87.8,92.8,7.2,30.7,11.9,64.6,3.8,6.8,19.2,5.6,ישראל,26,27,26,2,2.5,16.4,260,3.6,14.8,38.5,1,חילוני,2.7,8.5,79,91.6,78.8,17.8
אלוני הבשן,4017,,,450,58.5,3431.3,1,יהודים,97.8,,1.3,56.3,42.7,1,1343.3,16,18,16,38.2,83.9,93.4,6.6,39.8,23.8,64.8,4.6,4.9,12.4,13.3,ישראל,24,24,23,3,3.2,25.7,90,4.7,45.4,30.2,3,דתי/ דתי מאוד,2.2,,59.6,83,76.5,20.8
אלונים,285,,,710,61.4,2280.4,1,יהודים,105.2,,1.8,32.2,49.4,18.4,1023.4,36,35,37,20.1,80.3,88.8,11.2,14.6,11.2,62.7,6.6,4.3,20.9,5.6,ישראל,26,28,25,2.2,7.5,20.2,280,2.5,20.4,9,1,חילוני,1.7,24.1,42.3,47.1,45.4,32.7
אלי-עד,4002,,,570,126.2,1543.1,1,יהודים,103.4,3.7,2.8,43.6,45.1,11.3,1215,31,32,30,24,54.8,93.9,6.1,24,12.2,67.2,5.5,6.6,16.1,4.6,ישראל,26,27,25,2.2,2.1,2.7,170,3.2,32.4,13.9,1,חילוני,1.7,6.6,61.1,86.8,67.6,23
אליאב,1365,,,720,,8034.5,1,יהודים,104.5,,0.4,58.9,41.1,0.1,1433.8,13,13,14,64.8,94.8,94.9,5.1,28.4,8.2,73.4,3,8.3,8.3,7.1,ישראל,26,27,26,2.6,0.3,,150,4.9,51.7,11.8,3,דתי/ דתי מאוד,2.4,,81.7,95.8,75.8,24.2
אליכין,41,,,3930,33.7,4512.4,1,יהודים,92.3,,1,32.7,55.8,11.5,791.8,31,31,31,23.8,80.4,91.1,8.9,10.5,4.4,61.1,28,4.2,5.3,1.3,ישראל,26,27,24,2,6.6,30,1340,2.9,15.9,28.4,2,מסורתי,1.7,11,48.3,81.6,52.7,32.2
אליפז,1248,,,180,62.9,1511.8,1,יהודים,141.8,,12.7,33.6,64.3,2,554.2,31,31,34,8.2,91.2,82,18,47.9,34.9,60.9,8.7,5.9,17.3,7.1,ישראל,29,29,28,1.7,10.1,60.4,50,3.2,23.1,21.9,1,חילוני,1.9,18.1,32.3,59.1,23.7,29.6
אליפלט,730,,,730,47.4,1822.6,1,יהודים,112.2,,1.1,34.3,55.2,10.5,812.2,30,29,33,43.6,74.2,90.4,9.6,7.4,2.1,57.2,3.2,35.5,3.1,0.9,ישראל,25,27,23,2.6,9.8,44.4,240,3,26.6,25.9,2,מסורתי,1.8,7.6,42.6,76.7,64.4,23.1
אליקים,682,,,950,25.3,2306.1,1,יהודים,105.8,,1.6,35.7,52.3,12,912.7,32,29,34,34.9,86.1,89.5,10.5,12.7,6.1,57.8,28.8,5.8,5.8,1.8,ישראל,25,27,24,2.7,8.3,37.1,310,3,22.6,20.2,3,דתי/ דתי מאוד,1.7,27.3,39,79.8,49.1,30.5
אלישיב,204,,,700,22.4,2906.4,1,יהודים,98.4,,1.1,33.8,49.7,16.6,1013.9,36,34,38,17,82.4,94,6,15.4,10.8,66.2,22.3,3.4,5.3,2.8,ישראל,26,28,23,2.7,12.4,34.2,230,3,17.8,15.7,2,מסורתי,1.9,7.2,48.6,81.9,55.4,21.4
אלישמע,841,,,1210,16.5,2093.8,1,יהודים,97,,1.6,29.3,56.7,14.1,764.3,33,31,35,30.7,77.4,92,8,9.9,7.2,58,9.4,25.5,5.1,1.9,ישראל,24,26,22,2.2,14.4,48.8,410,2.9,16.3,24.8,2,מסורתי,1.7,11.4,50,75.4,49.2,29
אלמגור,1125,,,540,62.8,1745.1,1,יהודים,131.4,,17,28.4,53.4,18.1,871.3,36,33,38,14.8,73.4,91.7,8.3,14.9,12.5,64.3,4,4.6,24,3.1,ישראל,27,27,24,2.1,3.7,12,170,2.7,20.4,26.4,1,חילוני,1.8,7.2,69.5,92.9,54.5,20.1
אלמוג,3556,,,310,89.7,2064.5,1,יהודים,100.9,,5.8,38.1,59.2,2.7,688.5,28,26,29,23.1,75,88.4,11.6,19,7.2,57.3,4.9,8.2,23.6,6,ישראל,26,28,24,1.5,5.6,46.6,100,2.8,21.2,13.5,1,חילוני,1.9,15.7,44.9,42.2,49.6,45
אלעד,1309,,,48820,44,24910.5,1,יהודים,101.2,2.6,0.1,58.4,39.6,2,1523.1,16,17,16,49.6,93.3,95.5,4.5,26.9,10.1,75.9,7.3,4.8,9,3.1,ישראל,22,23,21,2.9,3.1,23.3,9600,5,47.2,41,4,חרדי,1.5,37.6,15.1,66.1,66.2,30.5
אלעד,1309,11,11,4650,,,1,יהודים,125.9,,,51.8,45.1,3.1,1218.6,19,20,18,30.5,95.1,94.5,5.5,18,7.9,73.5,6.5,5.3,11,3.7,ישראל,22,23,21,3.1,2.7,9.3,900,4.6,41.3,49.3,4,חרדי,1.6,38.4,17.4,66.1,71.7,23.4
אלעד,1309,12,12,3420,,,1,יהודים,125.6,,,60.3,37.5,2.2,1666.8,17,18,17,40.6,91.1,95.3,4.7,31,16.4,76.2,7.1,4.6,9,3.1,ישראל,22,23,21,3,3.5,18.5,650,4.7,48.5,36.4,4,חרדי,1.6,41.7,13.2,63.8,64,32.7
אלעד,1309,13,13,3870,,,1,יהודים,101.6,,,54.9,42.9,2.2,1331.9,17,16,18,49.8,94.8,95.9,4.1,22.1,8.3,74.3,9.8,5.8,7.6,2.5,ישראל,23,24,22,2.9,3.1,,730,5.2,50.5,38.7,4,חרדי,1.6,27.3,23.2,79.5,67.2,31.6
אלעד,1309,15,15,3200,,,1,יהודים,99.8,,,53.6,44.8,1.6,1230.8,18,18,18,40,89.7,95.9,4.1,15.5,10.2,71.9,11.7,6.5,7.2,2.8,ישראל,23,24,22,2.6,1.8,6.3,650,4.9,42.7,46.1,4,חרדי,1.6,23.2,20.8,80,68.4,30.9
אלעד,1309,21,21,5180,,,1,יהודים,100.1,,,55.1,41.8,3.1,1393.4,17,17,18,42.7,92.7,95,5,27.3,10,70.8,13,6.8,7.1,2.3,ישראל,22,24,21,3,4.5,26.6,1060,4.9,34.2,37.4,4,חרדי,1.5,27.6,20,69.4,73.5,25.5
